Customer ID,TotalSpend,AvgSpend,NumPurchases,TotalQty,Recency,CustomerAge,Returns,Gender,Cluster,HighValue
32153,1377,459.0,3,11,256,28,2.0,1,0,0
46689,10249,1024.9,10,30,94,34,9.0,1,1,1
8034,5905,1181.0,5,21,480,30,2.0,0,1,1
49818,1835,305.8333333333333,6,17,300,67,4.0,1,1,1
37983,2429,1214.5,2,9,752,67,1.0,0,0,0
13184,7665,1277.5,6,21,296,62,3.0,1,1,1
23699,4402,550.25,8,20,7,59,6.0,0,1,1
15531,416,208.0,2,7,166,34,0.0,1,0,0
33338,5117,1023.4,5,17,449,58,4.0,0,1,1
25314,3693,1231.0,3,11,316,42,3.0,0,0,0
8086,6900,985.7142857142857,7,20,204,39,5.0,0,1,1
46717,1692,564.0,3,8,726,44,1.0,1,0,0
37332,4857,539.6666666666666,9,17,101,65,6.0,1,1,1
48175,3477,579.5,6,16,122,51,3.0,0,1,1
10481,3477,869.25,4,13,596,61,3.0,0,0,0
42500,3153,450.42857142857144,7,21,163,43,4.0,1,1,1
45465,1671,557.0,3,5,57,58,2.0,1,0,0
18433,3018,1006.0,3,9,151,60,2.0,0,0,0
12338,2037,407.4,5,7,28,21,4.0,1,0,0
9606,3210,802.5,4,12,741,51,0.0,0,0,0
44513,2258,1129.0,2,7,49,21,1.0,1,0,0
7048,2366,591.5,4,8,49,18,2.0,0,0,0
7805,6711,958.7142857142857,7,27,57,35,4.0,1,1,1
10762,4941,617.625,8,28,149,60,2.0,0,1,1
4272,2678,669.5,4,14,256,44,0.0,1,0,0
11069,2556,511.2,5,16,159,23,2.0,1,1,1
46183,3783,756.6,5,16,130,69,2.0,1,1,1
13534,5350,764.2857142857143,7,23,75,54,4.0,0,1,1
1298,4385,877.0,5,11,274,61,1.0,0,0,0
5616,5560,1112.0,5,16,72,48,2.0,0,1,1
38546,1773,443.25,4,14,461,41,2.0,1,0,0
35164,3036,337.3333333333333,9,17,153,58,5.0,1,1,1
29493,1938,387.6,5,11,254,67,4.0,0,0,0
20394,4189,837.8,5,15,120,61,4.0,1,1,1
25141,2461,820.3333333333334,3,7,516,37,1.0,1,0,0
28484,5111,1022.2,5,21,121,25,4.0,1,1,1
19647,5291,1058.2,5,19,271,37,2.0,0,1,1
41953,2299,459.8,5,14,42,69,4.0,1,1,1
34666,1233,616.5,2,5,49,26,2.0,1,0,0
48259,1315,219.16666666666666,6,13,45,42,3.0,1,1,1
38905,1235,247.0,5,8,258,38,2.0,0,0,0
353,6682,954.5714285714286,7,28,73,33,4.0,1,1,1
2159,2412,804.0,3,8,314,69,1.0,1,0,0
6704,6247,780.875,8,25,124,58,5.0,0,1,1
32343,4301,860.2,5,14,536,44,4.0,0,1,1
15543,3669,917.25,4,14,120,57,2.0,0,1,1
29419,2302,460.4,5,14,200,57,3.0,1,1,1
42327,4510,751.6666666666666,6,17,69,20,4.0,1,1,1
19293,2039,679.6666666666666,3,6,319,46,2.0,1,0,0
24863,5308,884.6666666666666,6,19,4,43,2.0,0,1,1
42859,4026,575.1428571428571,7,22,4,68,1.0,1,1,1
1364,7841,1120.142857142857,7,27,13,24,3.0,1,1,1
3494,8483,1413.8333333333333,6,21,120,51,3.0,1,1,1
4807,4351,621.5714285714286,7,19,470,59,2.0,1,1,1
11116,5000,833.3333333333334,6,16,98,66,5.0,1,1,1
1975,3857,771.4,5,15,250,51,2.0,0,1,1
27690,4306,717.6666666666666,6,24,10,57,1.0,1,1,1
39126,1508,754.0,2,5,915,61,2.0,0,0,0
10016,2661,1330.5,2,9,238,57,2.0,1,0,0
37527,2954,369.25,8,16,37,41,7.0,0,1,1
48220,3549,1183.0,3,11,30,51,2.0,1,0,0
21954,4289,714.8333333333334,6,18,35,21,3.0,1,1,1
46055,5312,1328.0,4,12,242,41,2.0,1,1,1
10125,1919,639.6666666666666,3,7,75,19,2.0,0,0,0
22074,5037,719.5714285714286,7,23,621,57,4.0,0,1,1
35531,4039,807.8,5,12,218,39,4.0,1,1,1
1193,4939,823.1666666666666,6,19,607,44,2.0,1,1,1
21703,2725,681.25,4,10,166,49,4.0,1,1,1
27337,8536,1219.4285714285713,7,26,26,48,6.0,1,1,1
10458,3075,512.5,6,13,464,65,3.0,1,1,1
15399,3974,662.3333333333334,6,17,231,39,4.0,1,1,1
18400,5660,808.5714285714286,7,19,2,36,6.0,0,1,1
48711,5798,724.75,8,26,68,65,5.0,1,1,1
7090,2127,425.4,5,11,105,37,2.0,1,0,0
24534,6606,1101.0,6,19,41,54,5.0,0,1,1
2521,6600,942.8571428571429,7,24,177,50,6.0,0,1,1
5837,4428,1476.0,3,13,526,68,3.0,0,1,1
4487,3279,819.75,4,14,38,34,2.0,1,1,1
28778,4112,685.3333333333334,6,16,110,25,2.0,0,1,1
26860,2046,682.0,3,9,373,53,1.0,0,0,0
23168,3242,648.4,5,14,358,57,4.0,1,1,1
27357,2895,482.5,6,11,419,65,3.0,1,1,1
6795,5368,766.8571428571429,7,20,89,65,4.0,0,1,1
6320,3978,663.0,6,17,180,25,2.0,0,1,1
49031,3898,974.5,4,10,529,53,3.0,1,0,0
9798,3770,538.5714285714286,7,17,106,19,4.0,1,1,1
14425,1533,766.5,2,6,26,54,0.0,0,0,0
35940,903,451.5,2,7,451,33,1.0,0,0,0
4098,2459,1229.5,2,9,10,52,1.0,1,0,0
14875,4723,1574.3333333333333,3,13,285,67,1.0,0,0,0
33471,6897,766.3333333333334,9,22,79,30,3.0,1,1,1
6003,66,66.0,1,1,311,60,0.0,1,0,0
41194,4651,775.1666666666666,6,23,49,54,5.0,1,1,1
38837,1412,706.0,2,7,170,54,0.0,1,0,0
22451,3286,469.42857142857144,7,13,102,52,1.0,1,1,1
18896,2476,825.3333333333334,3,9,40,55,2.0,1,0,0
8937,1380,1380.0,1,4,164,19,1.0,0,0,0
30778,2141,713.6666666666666,3,12,269,32,2.0,0,0,0
48283,3236,647.2,5,14,86,50,2.0,1,1,1
48313,3775,1887.5,2,10,126,19,1.0,1,0,0
7832,1910,382.0,5,16,41,43,4.0,0,1,1
19150,3108,1036.0,3,10,120,20,1.0,0,0,0
35194,2094,698.0,3,8,556,40,3.0,1,0,0
28994,3756,751.2,5,20,288,51,3.0,1,1,1
14579,3332,666.4,5,16,166,42,2.0,1,1,1
45612,4263,710.5,6,18,0,49,3.0,0,1,1
20426,3522,1174.0,3,9,131,26,3.0,1,0,0
43648,2520,630.0,4,8,100,35,2.0,1,0,0
6460,6498,722.0,9,24,115,56,2.0,0,1,1
37543,3998,999.5,4,14,476,23,2.0,1,0,0
6501,1475,491.6666666666667,3,9,795,42,3.0,1,0,0
4919,3812,953.0,4,14,100,20,1.0,0,0,0
5538,2563,640.75,4,9,259,31,1.0,1,0,0
9687,2742,685.5,4,10,59,64,3.0,1,0,0
33654,771,771.0,1,3,890,31,0.0,0,0,0
45363,2235,745.0,3,6,293,69,2.0,1,0,0
5737,1086,362.0,3,9,174,56,2.0,0,0,0
41540,4159,831.8,5,14,414,68,1.0,1,0,0
31507,1300,325.0,4,9,63,31,2.0,0,0,0
41334,3876,775.2,5,19,259,42,2.0,1,1,1
47129,6954,772.6666666666666,9,29,107,41,4.0,0,1,1
5423,3377,675.4,5,17,164,60,3.0,0,1,1
28317,7745,774.5,10,35,286,51,4.0,0,1,1
41740,3538,589.6666666666666,6,21,339,44,3.0,1,1,1
28540,6761,1352.2,5,20,314,19,0.0,1,1,1
46971,4398,879.6,5,15,93,21,4.0,0,1,1
4576,3463,692.6,5,12,61,40,2.0,1,1,1
21401,3343,668.6,5,13,411,63,5.0,1,1,1
41933,6275,784.375,8,28,73,69,2.0,1,1,1
16121,5421,774.4285714285714,7,23,46,58,3.0,1,1,1
27735,4158,831.6,5,12,97,41,3.0,0,1,1
9101,441,220.5,2,9,385,56,1.0,0,0,0
18868,4784,683.4285714285714,7,18,280,24,5.0,1,1,1
27530,6037,1207.4,5,17,152,40,1.0,1,1,1
22092,2786,398.0,7,20,83,30,1.0,1,1,1
40530,2451,817.0,3,9,185,56,2.0,0,0,0
23892,3287,657.4,5,15,261,67,3.0,1,1,1
15657,4594,1531.3333333333333,3,13,133,30,3.0,0,1,1
11397,4802,960.4,5,18,105,60,3.0,0,1,1
46942,5683,1136.6,5,16,37,62,1.0,1,1,1
48430,3732,933.0,4,15,0,24,3.0,0,1,1
23587,2333,466.6,5,11,54,43,3.0,1,1,1
40328,2934,489.0,6,10,279,42,5.0,0,1,1
30365,4436,492.8888888888889,9,23,149,64,2.0,0,1,1
19502,3636,727.2,5,13,289,70,2.0,1,1,1
24472,1371,342.75,4,9,298,48,1.0,1,0,0
28667,3388,564.6666666666666,6,18,147,67,3.0,0,1,1
44907,4759,951.8,5,15,177,30,2.0,0,1,1
23706,4332,722.0,6,17,99,40,4.0,0,1,1
30960,7942,1134.5714285714287,7,26,34,25,4.0,1,1,1
29541,2348,260.8888888888889,9,23,24,43,5.0,0,1,1
6004,2844,568.8,5,19,304,41,3.0,1,1,1
18407,5201,520.1,10,27,64,64,7.0,0,1,1
25522,7523,835.8888888888889,9,25,131,33,4.0,1,1,1
14025,519,173.0,3,4,60,63,2.0,1,0,0
4563,4249,708.1666666666666,6,18,221,55,2.0,0,1,1
48651,4718,786.3333333333334,6,21,224,25,3.0,0,1,1
22230,3515,585.8333333333334,6,14,57,32,2.0,1,1,1
2041,4650,775.0,6,14,38,58,3.0,1,1,1
45961,6849,1141.5,6,18,159,68,2.0,1,1,1
32218,3493,698.6,5,18,219,66,4.0,0,1,1
14200,1397,465.6666666666667,3,13,219,62,0.0,1,0,0
6553,5062,723.1428571428571,7,23,285,51,4.0,1,1,1
2741,2121,424.2,5,10,51,59,3.0,1,0,0
24939,4031,447.8888888888889,9,25,282,63,4.0,0,1,1
43220,1658,829.0,2,4,716,70,1.0,1,0,0
36131,4896,979.2,5,14,141,23,2.0,0,1,1
10204,5963,993.8333333333334,6,21,271,39,4.0,0,1,1
12800,7356,735.6,10,32,35,69,6.0,1,1,1
33873,2728,909.3333333333334,3,10,279,66,2.0,0,0,0
10112,3306,826.5,4,15,302,31,0.0,0,0,0
31367,4196,1049.0,4,15,93,54,3.0,0,1,1
32820,1599,799.5,2,7,320,58,1.0,0,0,0
516,5190,1038.0,5,17,39,35,3.0,0,1,1
16322,3146,786.5,4,11,148,41,0.0,1,0,0
9244,4940,823.3333333333334,6,19,71,34,4.0,0,1,1
22062,8384,838.4,10,36,101,40,5.0,0,1,1
47531,6186,1031.0,6,19,219,42,2.0,1,1,1
32198,3885,971.25,4,15,11,24,1.0,0,1,1
27048,2606,1303.0,2,9,278,51,2.0,1,0,0
38272,4611,922.2,5,20,45,67,3.0,0,1,1
34034,6334,1055.6666666666667,6,21,286,58,0.0,1,1,1
47567,4731,788.5,6,17,233,54,2.0,0,1,1
29947,2956,739.0,4,13,139,63,3.0,1,1,1
32848,3288,657.6,5,13,707,29,2.0,0,0,0
15944,1186,395.3333333333333,3,6,620,69,2.0,1,0,0
5638,3841,960.25,4,18,326,26,3.0,0,1,1
21725,4879,697.0,7,27,265,65,5.0,0,1,1
33577,2068,689.3333333333334,3,7,132,54,1.0,0,0,0
42926,3232,1077.3333333333333,3,13,168,19,0.0,1,0,0
44135,4184,836.8,5,15,553,51,2.0,0,1,1
17972,2157,719.0,3,9,87,25,1.0,1,0,0
3739,2852,570.4,5,12,211,24,3.0,0,1,1
19900,2460,615.0,4,12,219,57,0.0,1,0,0
20152,5348,764.0,7,23,121,51,4.0,1,1,1
7621,2191,730.3333333333334,3,9,196,27,1.0,0,0,0
19310,510,510.0,1,3,120,31,0.0,1,0,0
5919,2657,664.25,4,14,688,67,1.0,0,0,0
32089,10664,1066.4,10,34,14,44,4.0,0,1,1
35836,2951,737.75,4,11,127,25,3.0,1,0,0
23803,504,252.0,2,3,167,55,2.0,1,0,0
41858,2147,715.6666666666666,3,9,323,32,2.0,1,0,0
19120,2140,713.3333333333334,3,10,91,20,2.0,0,0,0
2095,110,110.0,1,5,952,55,0.0,0,0,0
35432,5181,1036.2,5,16,165,48,3.0,0,1,1
47171,1949,487.25,4,12,206,50,2.0,0,0,0
39751,718,239.33333333333334,3,4,252,49,2.0,1,0,0
35734,1859,371.8,5,10,106,38,4.0,0,1,1
44599,3541,708.2,5,15,32,43,2.0,0,1,1
2408,2465,493.0,5,10,127,43,1.0,1,0,0
1276,3151,630.2,5,15,216,66,4.0,0,1,1
35906,2212,442.4,5,16,95,49,1.0,1,0,0
7448,4133,1033.25,4,12,264,44,1.0,0,0,0
35264,2643,528.6,5,11,583,48,2.0,1,0,0
27534,5793,965.5,6,19,659,59,3.0,1,1,1
6058,2367,591.75,4,10,166,19,0.0,1,0,0
37649,4525,754.1666666666666,6,16,231,19,2.0,0,1,1
39875,5109,1703.0,3,13,492,59,1.0,1,0,0
16962,3821,764.2,5,15,82,47,2.0,1,1,1
24798,6440,805.0,8,24,385,49,3.0,1,1,1
13856,3109,621.8,5,15,67,64,3.0,1,1,1
5612,4078,815.6,5,19,378,53,3.0,0,1,1
36170,2874,479.0,6,10,175,33,4.0,1,1,1
5309,2164,1082.0,2,9,922,19,1.0,1,0,0
13161,140,70.0,2,4,20,46,1.0,0,0,0
34275,3347,557.8333333333334,6,13,5,29,3.0,1,1,1
17430,4311,718.5,6,18,296,50,4.0,0,1,1
33582,1384,692.0,2,6,1066,52,0.0,1,0,0
33102,2266,323.7142857142857,7,14,172,23,4.0,0,1,1
27791,1985,397.0,5,12,92,26,1.0,0,0,0
11987,1842,921.0,2,6,1006,62,1.0,0,0,0
26378,6308,700.8888888888889,9,32,58,28,3.0,1,1,1
39258,6802,755.7777777777778,9,26,39,48,4.0,0,1,1
15627,3487,581.1666666666666,6,18,85,69,1.0,1,1,1
15992,4260,1065.0,4,13,207,43,4.0,0,1,1
14936,3269,817.25,4,11,678,33,1.0,1,0,0
45089,6899,689.9,10,30,119,25,4.0,0,1,1
13613,3642,607.0,6,14,63,42,3.0,1,1,1
43194,3192,532.0,6,20,115,45,2.0,1,1,1
25033,2060,515.0,4,11,544,53,1.0,1,0,0
36668,1989,497.25,4,8,16,41,3.0,0,0,0
32179,3982,995.5,4,15,227,43,3.0,0,1,1
19977,1943,388.6,5,14,50,42,2.0,0,0,0
25350,5222,746.0,7,25,208,46,6.0,1,1,1
49611,3678,613.0,6,18,27,63,5.0,0,1,1
28212,4180,696.6666666666666,6,16,294,38,2.0,0,1,1
41930,1792,358.4,5,9,665,52,1.0,1,0,0
15471,2917,486.1666666666667,6,18,22,45,3.0,1,1,1
26786,2474,412.3333333333333,6,15,28,23,4.0,0,1,1
48573,4628,578.5,8,23,204,27,4.0,1,1,1
36163,3018,431.14285714285717,7,16,46,65,2.0,1,1,1
32454,3348,837.0,4,11,297,61,2.0,0,0,0
17023,4226,704.3333333333334,6,18,222,43,1.0,0,1,1
41760,3975,1325.0,3,9,40,25,2.0,1,0,0
34377,3343,835.75,4,10,355,31,1.0,0,0,0
23632,2600,1300.0,2,10,425,45,1.0,1,0,0
27943,4321,720.1666666666666,6,22,237,67,5.0,0,1,1
37155,4734,789.0,6,20,191,57,3.0,0,1,1
26143,316,158.0,2,2,148,18,1.0,0,0,0
48906,4700,587.5,8,24,177,37,6.0,1,1,1
1257,2610,870.0,3,8,547,52,2.0,0,0,0
27598,5231,1046.2,5,15,255,46,1.0,1,1,1
35976,4370,624.2857142857143,7,16,256,24,3.0,1,1,1
49689,1998,399.6,5,13,284,28,4.0,0,1,1
34730,3051,508.5,6,15,22,61,2.0,1,1,1
15476,3029,504.8333333333333,6,16,87,48,4.0,1,1,1
25893,3624,724.8,5,15,157,68,2.0,0,1,1
29399,2752,917.3333333333334,3,10,534,53,0.0,0,0,0
16228,4648,1162.0,4,13,815,39,3.0,1,1,1
25261,3201,533.5,6,9,196,48,1.0,0,0,0
32488,4634,926.8,5,14,23,53,1.0,0,1,1
16741,2687,335.875,8,19,18,20,5.0,0,1,1
46213,3747,1249.0,3,9,499,24,2.0,0,0,0
37151,7896,789.6,10,24,0,52,5.0,1,1,1
31422,6120,1020.0,6,19,150,50,2.0,1,1,1
6041,3151,525.1666666666666,6,17,119,59,2.0,1,1,1
1423,1725,345.0,5,11,267,30,4.0,1,0,0
31447,2002,667.3333333333334,3,9,756,60,0.0,0,0,0
4021,6538,1089.6666666666667,6,22,418,46,2.0,0,1,1
43935,1911,477.75,4,8,121,56,1.0,1,0,0
49546,588,588.0,1,2,198,35,0.0,1,0,0
15963,3188,797.0,4,13,282,23,3.0,1,1,1
43026,4810,1202.5,4,14,31,70,2.0,1,1,1
41326,3064,612.8,5,15,58,35,2.0,0,1,1
40886,3450,575.0,6,15,306,21,4.0,1,1,1
3535,1384,346.0,4,10,11,35,1.0,1,0,0
27494,1980,660.0,3,9,1062,59,3.0,1,0,0
33757,4336,722.6666666666666,6,21,109,33,2.0,0,1,1
41607,4429,1107.25,4,14,712,50,2.0,1,0,0
21120,668,334.0,2,4,194,54,2.0,1,0,0
25095,9073,907.3,10,34,76,20,7.0,0,1,1
35731,1995,498.75,4,11,129,29,2.0,1,0,0
18820,2400,600.0,4,9,284,51,4.0,0,0,0
28427,4946,824.3333333333334,6,21,0,50,3.0,0,1,1
9645,2842,710.5,4,15,235,39,1.0,1,0,0
18815,2613,522.6,5,11,381,21,3.0,1,0,0
26070,3680,736.0,5,17,253,41,3.0,1,1,1
45532,754,377.0,2,5,44,30,2.0,0,0,0
277,1276,638.0,2,6,863,28,2.0,0,0,0
45479,4613,922.6,5,15,297,27,4.0,0,1,1
16645,4330,1082.5,4,11,261,26,3.0,1,1,1
27832,4587,655.2857142857143,7,26,62,39,3.0,1,1,1
26273,2669,444.8333333333333,6,13,306,22,5.0,1,1,1
34619,5072,1014.4,5,18,27,47,2.0,0,1,1
30524,3522,503.14285714285717,7,19,208,64,6.0,0,1,1
4155,7501,1071.5714285714287,7,23,323,64,2.0,0,1,1
10559,2285,761.6666666666666,3,8,287,18,1.0,0,0,0
18402,6827,975.2857142857143,7,26,110,52,4.0,1,1,1
33650,1865,932.5,2,7,787,29,1.0,0,0,0
15199,3404,680.8,5,12,326,70,4.0,0,1,1
29736,3559,889.75,4,16,38,56,1.0,0,1,1
41493,3541,1180.3333333333333,3,11,61,38,1.0,0,0,0
17446,1586,396.5,4,10,122,29,2.0,1,0,0
13394,4956,826.0,6,19,281,39,4.0,0,1,1
37144,3625,517.8571428571429,7,20,374,19,5.0,1,1,1
39457,8758,1094.75,8,26,107,20,1.0,1,1,1
40210,2481,496.2,5,13,6,35,2.0,0,0,0
13861,1382,345.5,4,8,85,60,3.0,1,0,0
32516,3774,629.0,6,14,278,64,3.0,0,1,1
2391,1847,615.6666666666666,3,10,641,47,0.0,0,0,0
10512,4371,546.375,8,24,6,47,5.0,0,1,1
26213,2901,967.0,3,11,607,35,1.0,1,0,0
19405,1779,444.75,4,6,129,61,2.0,0,0,0
13297,6077,868.1428571428571,7,22,457,34,4.0,1,1,1
8764,871,435.5,2,2,44,24,1.0,1,0,0
36229,5026,1005.2,5,14,383,37,2.0,1,1,1
1380,4438,1109.5,4,12,180,36,3.0,0,1,1
12705,3975,795.0,5,14,181,22,2.0,0,1,1
1212,5485,783.5714285714286,7,19,318,23,1.0,0,1,1
9947,5960,745.0,8,24,51,60,4.0,0,1,1
21554,8517,1703.4,5,21,587,70,4.0,1,1,1
31123,4824,804.0,6,16,156,59,5.0,1,1,1
37253,4505,563.125,8,16,486,50,4.0,1,1,1
20871,2224,1112.0,2,8,683,66,1.0,1,0,0
38103,1924,641.3333333333334,3,7,516,23,1.0,0,0,0
36841,2833,708.25,4,13,233,39,2.0,0,0,0
7727,9231,1153.875,8,28,232,67,5.0,1,1,1
13060,1398,466.0,3,10,31,46,3.0,1,0,0
40373,5181,863.5,6,18,127,43,3.0,0,1,1
19343,2916,583.2,5,10,62,29,3.0,0,1,1
15186,2426,485.2,5,14,190,21,1.0,0,0,0
5489,3944,657.3333333333334,6,20,417,56,3.0,0,1,1
29887,6903,986.1428571428571,7,24,208,42,5.0,1,1,1
33336,5456,1364.0,4,16,10,40,4.0,0,1,1
722,6165,880.7142857142857,7,28,170,20,2.0,1,1,1
40420,2319,386.5,6,16,115,25,3.0,0,1,1
29565,2840,710.0,4,18,639,38,3.0,0,1,1
27581,2273,757.6666666666666,3,12,225,55,2.0,1,0,0
37914,3197,532.8333333333334,6,17,213,30,2.0,1,1,1
14386,6423,802.875,8,27,4,35,6.0,0,1,1
35974,314,157.0,2,4,85,35,0.0,1,0,0
37984,4533,1133.25,4,15,292,36,1.0,1,1,1
26244,3572,714.4,5,15,143,66,3.0,0,1,1
1899,5464,683.0,8,27,224,68,4.0,1,1,1
9050,3421,488.7142857142857,7,19,319,23,3.0,0,1,1
32319,6728,841.0,8,28,38,23,2.0,0,1,1
43690,2220,555.0,4,10,856,58,3.0,1,0,0
42774,5606,934.3333333333334,6,20,11,69,3.0,0,1,1
16315,3760,940.0,4,12,365,31,1.0,1,0,0
40370,5350,1070.0,5,18,465,25,3.0,0,1,1
48678,3460,576.6666666666666,6,18,20,70,4.0,0,1,1
9932,4140,828.0,5,15,220,69,2.0,0,1,1
47055,5406,901.0,6,20,120,28,4.0,1,1,1
18710,1722,861.0,2,7,1055,70,2.0,1,0,0
10732,3864,966.0,4,12,178,66,3.0,1,1,1
5732,2981,496.8333333333333,6,14,36,60,3.0,1,1,1
40024,10827,1203.0,9,32,118,62,4.0,1,1,1
25115,5314,885.6666666666666,6,20,200,63,3.0,0,1,1
36497,2819,1409.5,2,7,1032,38,0.0,0,0,0
21588,1598,799.0,2,5,776,49,2.0,0,0,0
24855,2956,422.2857142857143,7,16,75,20,4.0,0,1,1
28454,638,319.0,2,5,157,59,0.0,0,0,0
30024,4120,1030.0,4,12,12,47,3.0,1,1,1
45280,3587,597.8333333333334,6,15,5,37,2.0,1,1,1
5687,4420,631.4285714285714,7,23,295,48,4.0,1,1,1
44768,2082,694.0,3,13,34,37,1.0,1,0,0
24719,1094,364.6666666666667,3,7,102,31,1.0,0,0,0
40058,2044,408.8,5,14,531,68,3.0,1,0,0
12816,4052,1013.0,4,15,85,62,1.0,1,1,1
44708,4331,618.7142857142857,7,25,210,59,3.0,1,1,1
27238,1791,597.0,3,7,1057,26,2.0,0,0,0
6682,2706,676.5,4,13,913,25,3.0,1,0,0
3944,1917,383.4,5,12,218,60,1.0,1,0,0
31491,6597,942.4285714285714,7,20,153,61,3.0,1,1,1
43929,2705,901.6666666666666,3,12,73,18,2.0,0,0,0
5025,2836,567.2,5,14,218,59,2.0,1,1,1
40965,5299,1059.8,5,17,77,53,2.0,1,1,1
31101,5142,1285.5,4,14,308,62,4.0,1,1,1
482,1904,476.0,4,17,226,68,1.0,0,0,0
21823,2792,698.0,4,14,186,23,3.0,1,1,1
26405,1621,405.25,4,15,214,61,2.0,0,0,0
4588,5175,646.875,8,22,54,61,3.0,0,1,1
8038,1038,519.0,2,5,615,23,2.0,0,0,0
29018,5419,774.1428571428571,7,17,42,25,3.0,1,1,1
4320,3237,809.25,4,11,676,70,2.0,1,0,0
45459,1235,308.75,4,7,883,27,2.0,0,0,0
23696,2111,422.2,5,13,18,55,4.0,1,1,1
21159,3483,580.5,6,13,222,18,3.0,1,1,1
49752,4511,644.4285714285714,7,17,133,23,4.0,0,1,1
7730,756,756.0,1,3,277,29,1.0,1,0,0
31404,2121,530.25,4,6,630,39,1.0,1,0,0
38972,5199,742.7142857142857,7,20,156,21,3.0,1,1,1
14623,2913,971.0,3,11,253,44,2.0,0,0,0
49978,3517,879.25,4,12,55,52,2.0,1,1,1
9266,4052,1013.0,4,13,482,25,2.0,0,0,0
13764,3997,799.4,5,13,14,25,3.0,1,1,1
11347,5139,856.5,6,21,222,44,4.0,1,1,1
19458,1852,370.4,5,11,66,30,1.0,1,0,0
14772,8585,780.4545454545455,11,32,61,70,7.0,0,1,1
5917,7332,1222.0,6,23,134,56,1.0,0,1,1
7072,3490,698.0,5,14,501,41,2.0,1,0,0
26340,3681,736.2,5,13,441,51,3.0,1,1,1
27758,3953,988.25,4,13,399,26,2.0,0,0,0
25728,3100,516.6666666666666,6,14,806,57,3.0,0,1,1
12569,674,337.0,2,6,48,18,1.0,1,0,0
17725,4630,1157.5,4,13,325,56,2.0,1,1,1
18373,5072,563.5555555555555,9,24,346,22,5.0,1,1,1
43312,986,328.6666666666667,3,8,249,61,1.0,0,0,0
15662,6997,874.625,8,24,443,49,2.0,0,1,1
9198,486,486.0,1,1,578,38,1.0,1,0,0
16948,6365,707.2222222222222,9,29,371,29,4.0,1,1,1
11804,5071,633.875,8,22,24,49,6.0,1,1,1
39041,4548,909.6,5,15,68,63,1.0,1,1,1
22249,1970,492.5,4,19,668,57,3.0,0,0,0
